quarter,manufacturer,registrations
2022-01-01,Mahindra Gujarat Tractor Limited,18
2022-04-01,Mahindra Gujarat Tractor Limited,17
2022-07-01,Mahindra Gujarat Tractor Limited,19
2023-01-01,Mahindra Gujarat Tractor Limited,6
2023-07-01,Mahindra Gujarat Tractor Limited,3
2024-04-01,Mahindra Gujarat Tractor Limited,2
2020-01-01,Mahindra Last Mile Mobility Ltd,225
2020-04-01,Mahindra Last Mile Mobility Ltd,225
2020-07-01,Mahindra Last Mile Mobility Ltd,3
2020-10-01,Mahindra Last Mile Mobility Ltd,3
2021-01-01,Mahindra Last Mile Mobility Ltd,231
2021-04-01,Mahindra Last Mile Mobility Ltd,231
2021-07-01,Mahindra Last Mile Mobility Ltd,5
2021-10-01,Mahindra Last Mile Mobility Ltd,3
2022-01-01,Mahindra Last Mile Mobility Ltd,555
2022-04-01,Mahindra Last Mile Mobility Ltd,518
2022-07-01,Mahindra Last Mile Mobility Ltd,222
2022-10-01,Mahindra Last Mile Mobility Ltd,80
2023-01-01,Mahindra Last Mile Mobility Ltd,587
2023-04-01,Mahindra Last Mile Mobility Ltd,549
2023-07-01,Mahindra Last Mile Mobility Ltd,690
2023-10-01,Mahindra Last Mile Mobility Ltd,51470
2024-01-01,Mahindra Last Mile Mobility Ltd,48057
2024-04-01,Mahindra Last Mile Mobility Ltd,23916
2019-01-01,Mahindra Navistar Automotives Ltd,2
2019-04-01,Mahindra Navistar Automotives Ltd,1
2019-07-01,Mahindra Navistar Automotives Ltd,2
2019-10-01,Mahindra Navistar Automotives Ltd,1
2020-07-01,Mahindra Navistar Automotives Ltd,20
2020-10-01,Mahindra Navistar Automotives Ltd,1
2019-01-01,Mahindra Nissan Allwyn Ltd.,7
2020-04-01,Mahindra Nissan Allwyn Ltd.,22
2019-01-01,Mahindra Reva Electric Vehicles Pvt Ltd,103
2019-04-01,Mahindra Reva Electric Vehicles Pvt Ltd,186
2019-07-01,Mahindra Reva Electric Vehicles Pvt Ltd,513
2019-10-01,Mahindra Reva Electric Vehicles Pvt Ltd,1102
2019-01-01,Mahindra Two Wheelers Ltd,330
2019-04-01,Mahindra Two Wheelers Ltd,207
2019-07-01,Mahindra Two Wheelers Ltd,132
2019-10-01,Mahindra Two Wheelers Ltd,96
2020-01-01,Mahindra Two Wheelers Ltd,4080
2020-04-01,Mahindra Two Wheelers Ltd,1511
2020-07-01,Mahindra Two Wheelers Ltd,220
2020-10-01,Mahindra Two Wheelers Ltd,130
2021-01-01,Mahindra Two Wheelers Ltd,46
2022-04-01,Mahindra Two Wheelers Ltd,5
2022-07-01,Mahindra Two Wheelers Ltd,20
2023-01-01,Mahindra Two Wheelers Ltd,6
2023-07-01,Mahindra Two Wheelers Ltd,3
2023-10-01,Mahindra Two Wheelers Ltd,3
2019-01-01,Mahindra Vehicle Manufacturer Limited,143
2019-04-01,Mahindra Vehicle Manufacturer Limited,28
2019-07-01,Mahindra Vehicle Manufacturer Limited,3
2019-10-01,Mahindra Vehicle Manufacturer Limited,8
2020-01-01,Mahindra Vehicle Manufacturer Limited,100
2020-04-01,Mahindra Vehicle Manufacturer Limited,85
2020-07-01,Mahindra Vehicle Manufacturer Limited,103
2020-10-01,Mahindra Vehicle Manufacturer Limited,62
2021-01-01,Mahindra Vehicle Manufacturer Limited,31
2021-04-01,Mahindra Vehicle Manufacturer Limited,40
2021-07-01,Mahindra Vehicle Manufacturer Limited,21
2021-10-01,Mahindra Vehicle Manufacturer Limited,9
2022-01-01,Mahindra Vehicle Manufacturer Limited,6
2022-07-01,Mahindra Vehicle Manufacturer Limited,7
2022-10-01,Mahindra Vehicle Manufacturer Limited,7
2021-01-01,Mahtab Body Maker,8
2021-07-01,Mahtab Body Maker,4
2021-10-01,Mahtab Body Maker,43
2022-01-01,Mahtab Body Maker,202
2022-04-01,Mahtab Body Maker,113
2022-07-01,Mahtab Body Maker,384
2022-10-01,Mahtab Body Maker,422
2023-01-01,Mahtab Body Maker,417
2023-04-01,Mahtab Body Maker,523
2023-07-01,Mahtab Body Maker,598
2023-10-01,Mahtab Body Maker,879
2024-01-01,Mahtab Body Maker,586
2024-04-01,Mahtab Body Maker,292
2020-07-01,Mait S.P.A,20
2020-10-01,Mait S.P.A,1
2021-01-01,Mait S.P.A,24
2021-04-01,Mait S.P.A,1
2021-07-01,Mait S.P.A,8
2022-01-01,Mait S.P.A,12
2022-04-01,Mait S.P.A,1
2020-04-01,Majestic Auto Ltd,20
2020-07-01,Majestic Auto Ltd,21
2022-01-01,Majestic Auto Ltd,6
2022-04-01,Majestic Auto Ltd,6
2022-07-01,Majestic Auto Ltd,2
2023-04-01,Malak Techno Pvt Ltd,54
2023-07-01,Malak Techno Pvt Ltd,45
2023-10-01,Malak Techno Pvt Ltd,57
2024-01-01,Malak Techno Pvt Ltd,68
2024-04-01,Malak Techno Pvt Ltd,14
2021-01-01,Malhotra Engineering Works,7
2019-01-01,Malhotra Vehicle Manufacturing Pvt Ltd,3
2019-04-01,Malhotra Vehicle Manufacturing Pvt Ltd,2
2019-07-01,Malhotra Vehicle Manufacturing Pvt Ltd,1
2019-01-01,Mali Enterprises,98
2019-04-01,Mali Enterprises,97
2019-07-01,Mali Enterprises,113
2019-10-01,Mali Enterprises,191
2020-01-01,Mali Enterprises Pvt Ltd,1484
2020-04-01,Mali Enterprises Pvt Ltd,31
2020-07-01,Mali Enterprises Pvt Ltd,199
2020-10-01,Mali Enterprises Pvt Ltd,355
2021-01-01,Mali Enterprises Pvt Ltd,108
2021-04-01,Mali Enterprises Pvt Ltd,25
2021-07-01,Mali Enterprises Pvt Ltd,129
2021-10-01,Mali Enterprises Pvt Ltd,352
2022-01-01,Mali Enterprises Pvt Ltd,178
2022-04-01,Mali Enterprises Pvt Ltd,149
2022-07-01,Mali Enterprises Pvt Ltd,421
2022-10-01,Mali Enterprises Pvt Ltd,119
2023-01-01,Mali Enterprises Pvt Ltd,12
2023-04-01,Mali Enterprises Pvt Ltd,9
2023-07-01,Mali Enterprises Pvt Ltd,6
2023-10-01,Mali Enterprises Pvt Ltd,3
2024-01-01,Mali Enterprises Pvt Ltd,2
2024-04-01,Mali Enterprises Pvt Ltd,2
2019-04-01,Malik Engineering Works,6
2019-10-01,Malik Engineering Works,1
2020-01-01,Malik Engineering Works,62
2020-04-01,Malik Engineering Works,21
2020-07-01,Malik Engineering Works,41
2020-10-01,Malik Engineering Works,156
2021-01-01,Malik Engineering Works,12
2021-04-01,Malik Engineering Works,18
2021-07-01,Malik Engineering Works,4
2021-10-01,Malik Engineering Works,6
2022-01-01,Malik Engineering Works,5
2022-04-01,Malik Engineering Works,24
2022-07-01,Malik Engineering Works,14
2022-10-01,Malik Engineering Works,14
2023-01-01,Malik Engineering Works,6
2023-04-01,Malik Engineering Works,9
2019-01-01,Malkit Agro Industries,9
2019-04-01,Malkit Agro Industries,15
2019-07-01,Malkit Agro Industries,6
2019-10-01,Malkit Agro Industries,19
2020-01-01,Malkit Agro Industries,440
2020-04-01,Malkit Agro Industries,130
2020-07-01,Malkit Agro Industries,301
2020-10-01,Malkit Agro Industries,2
2021-01-01,Malkit Agro Industries,17
2021-04-01,Malkit Agro Industries,36
2021-07-01,Malkit Agro Industries,56
2021-10-01,Malkit Agro Industries,6
2022-01-01,Malkit Agro Industries,7
2023-04-01,Malkit Agro Industries,3
2019-01-01,Malkit Agro Tech Pvt. Ltd,53
2019-04-01,Malkit Agro Tech Pvt. Ltd,47
2019-07-01,Malkit Agro Tech Pvt. Ltd,85
2019-10-01,Malkit Agro Tech Pvt. Ltd,35
2020-01-01,Malkit Agro Tech Pvt. Ltd,1940
2020-04-01,Malkit Agro Tech Pvt. Ltd,664
2020-07-01,Malkit Agro Tech Pvt. Ltd,2006
2020-10-01,Malkit Agro Tech Pvt. Ltd,2381
2021-01-01,Malkit Agro Tech Pvt. Ltd,1291
2021-04-01,Malkit Agro Tech Pvt. Ltd,327
2021-07-01,Malkit Agro Tech Pvt. Ltd,672
2021-10-01,Malkit Agro Tech Pvt. Ltd,621
2022-01-01,Malkit Agro Tech Pvt. Ltd,688
2022-04-01,Malkit Agro Tech Pvt. Ltd,385
2022-07-01,Malkit Agro Tech Pvt. Ltd,767
2022-10-01,Malkit Agro Tech Pvt. Ltd,628
2023-01-01,Malkit Agro Tech Pvt. Ltd,727
2023-04-01,Malkit Agro Tech Pvt. Ltd,1212
2023-07-01,Malkit Agro Tech Pvt. Ltd,123
2023-10-01,Malkit Agro Tech Pvt. Ltd,394
2024-01-01,Malkit Agro Tech Pvt. Ltd,517
2024-04-01,Malkit Agro Tech Pvt. Ltd,233
2019-01-01,Man Trucks India Pvt. Ltd.,50
2019-04-01,Man Trucks India Pvt. Ltd.,37
2019-07-01,Man Trucks India Pvt. Ltd.,12
2019-10-01,Man Trucks India Pvt. Ltd.,3
2020-01-01,Man Trucks India Pvt. Ltd.,40
2020-04-01,Man Trucks India Pvt. Ltd.,42
2020-07-01,Man Trucks India Pvt. Ltd.,21
2020-10-01,Man Trucks India Pvt. Ltd.,20
2021-01-01,Man Trucks India Pvt. Ltd.,66
2021-04-01,Man Trucks India Pvt. Ltd.,20
2021-07-01,Man Trucks India Pvt. Ltd.,4
2021-10-01,Man Trucks India Pvt. Ltd.,6
2022-04-01,Man Trucks India Pvt. Ltd.,5
2022-07-01,Man Trucks India Pvt. Ltd.,3
2022-10-01,Man Trucks India Pvt. Ltd.,11
2023-04-01,Mandal Engineering Workshop,4
2024-01-01,Mandeep Engineering Works,28
2020-01-01,Maniram Electric Vehicle Pvt Ltd,220
2020-04-01,Maniram Electric Vehicle Pvt Ltd,40
2020-07-01,Maniram Electric Vehicle Pvt Ltd,60
2020-10-01,Maniram Electric Vehicle Pvt Ltd,59
2023-04-01,Maniram Electric Vehicle Pvt Ltd,93
2023-07-01,Maniram Electric Vehicle Pvt Ltd,160
2023-10-01,Maniram Electric Vehicle Pvt Ltd,663
2024-01-01,Maniram Electric Vehicle Pvt Ltd,605
2024-04-01,Maniram Electric Vehicle Pvt Ltd,483
2021-01-01,Manish Ev International Private Limited,28
2021-10-01,Manish Ev International Private Limited,160
2022-01-01,Manish Ev International Private Limited,118
2022-04-01,Manish Ev International Private Limited,137
2022-07-01,Manish Ev International Private Limited,300
2022-10-01,Manish Ev International Private Limited,482
2023-01-01,Manish Ev International Private Limited,240
2023-04-01,Manish Ev International Private Limited,282
2023-07-01,Manish Ev International Private Limited,393
2023-10-01,Manish Ev International Private Limited,384
2024-01-01,Manish Ev International Private Limited,222
2024-04-01,Manish Ev International Private Limited,86
2019-01-01,Manita City Motors Llp,23
2019-04-01,Manita City Motors Llp,27
2019-07-01,Manita City Motors Llp,39
2019-10-01,Manita City Motors Llp,78
2020-01-01,Manita City Motors Llp,1700
2020-04-01,Manita City Motors Llp,130
2020-07-01,Manita City Motors Llp,672
2020-10-01,Manita City Motors Llp,767
2021-01-01,Manita City Motors Llp,1022
2021-04-01,Manita City Motors Llp,372
2021-07-01,Manita City Motors Llp,574
2021-10-01,Manita City Motors Llp,798
2022-01-01,Manita City Motors Llp,831
2022-04-01,Manita City Motors Llp,1263
2022-07-01,Manita City Motors Llp,1606
2022-10-01,Manita City Motors Llp,1335
2023-01-01,Manita City Motors Llp,1010
2023-04-01,Manita City Motors Llp,1191
2023-07-01,Manita City Motors Llp,1462
2023-10-01,Manita City Motors Llp,1825
2024-01-01,Manita City Motors Llp,1040
2024-04-01,Manita City Motors Llp,706
2019-01-01,Manitou Equipment India Pvt Ltd,194
2019-04-01,Manitou Equipment India Pvt Ltd,147
2019-07-01,Manitou Equipment India Pvt Ltd,147
2019-10-01,Manitou Equipment India Pvt Ltd,133
2020-01-01,Manitou Equipment India Pvt Ltd,3268
2020-04-01,Manitou Equipment India Pvt Ltd,930
2020-07-01,Manitou Equipment India Pvt Ltd,3099
2020-10-01,Manitou Equipment India Pvt Ltd,2832
2021-01-01,Manitou Equipment India Pvt Ltd,1846
2021-04-01,Manitou Equipment India Pvt Ltd,810
2021-07-01,Manitou Equipment India Pvt Ltd,1190
2021-10-01,Manitou Equipment India Pvt Ltd,491
2022-01-01,Manitou Equipment India Pvt Ltd,606
2022-04-01,Manitou Equipment India Pvt Ltd,531
2022-07-01,Manitou Equipment India Pvt Ltd,544
2022-10-01,Manitou Equipment India Pvt Ltd,669
2023-01-01,Manitou Equipment India Pvt Ltd,379
2023-04-01,Manitou Equipment India Pvt Ltd,357
2023-07-01,Manitou Equipment India Pvt Ltd,336
2023-10-01,Manitou Equipment India Pvt Ltd,408
2024-01-01,Manitou Equipment India Pvt Ltd,325
2024-04-01,Manitou Equipment India Pvt Ltd,209
2019-01-01,Manitowoc India Limited,6
2019-04-01,Manitowoc India Limited,2
2019-07-01,Manitowoc India Limited,1
2022-10-01,Manitowoc India Limited,7
2023-10-01,Manitowoc India Limited,3
2019-01-01,Maniyar & Company,1
2019-04-01,Maniyar & Company,1
2019-07-01,Maniyar & Company,2
2020-01-01,Maniyar & Company,20
2019-04-01,Manjeet Engineering Works,1
2019-07-01,Manjeet Engineering Works,1
2020-01-01,Manjeet Engineering Works,20
2020-07-01,Manjeet Engineering Works,20
2021-01-01,Manjeet Engineering Works,8
2021-07-01,Manjeet Engineering Works,4
2019-04-01,Manjit Agro Works,1
2019-10-01,Manjit Agro Works,1
2021-01-01,Manjit Agro Works,6
2021-07-01,Manjit Agro Works,12
2021-10-01,Manjit Agro Works,18
2022-01-01,Manjit Agro Works,5
2022-04-01,Manjit Agro Works,6
2022-07-01,Manjit Agro Works,6
2019-01-01,Manku Agro Tech Pvt Ltd,179
2019-04-01,Manku Agro Tech Pvt Ltd,169
2019-07-01,Manku Agro Tech Pvt Ltd,185
2019-10-01,Manku Agro Tech Pvt Ltd,219
2020-01-01,Manku Agro Tech Pvt Ltd,6517
2020-04-01,Manku Agro Tech Pvt Ltd,1450
2020-07-01,Manku Agro Tech Pvt Ltd,5074
2020-10-01,Manku Agro Tech Pvt Ltd,4969
2021-01-01,Manku Agro Tech Pvt Ltd,3410
2021-04-01,Manku Agro Tech Pvt Ltd,1080
2021-07-01,Manku Agro Tech Pvt Ltd,1261
2021-10-01,Manku Agro Tech Pvt Ltd,1186
2022-01-01,Manku Agro Tech Pvt Ltd,1916
2022-04-01,Manku Agro Tech Pvt Ltd,1394
2022-07-01,Manku Agro Tech Pvt Ltd,1339
2022-10-01,Manku Agro Tech Pvt Ltd,1994
2023-01-01,Manku Agro Tech Pvt Ltd,2153
2023-04-01,Manku Agro Tech Pvt Ltd,2432
2023-07-01,Manku Agro Tech Pvt Ltd,343
2023-10-01,Manku Agro Tech Pvt Ltd,559
2024-01-01,Manku Agro Tech Pvt Ltd,1437
2024-04-01,Manku Agro Tech Pvt Ltd,601
2019-01-01,Manku Agro Tech. Pvt. Ltd.,52
2019-04-01,Manku Agro Tech. Pvt. Ltd.,45
2019-07-01,Manku Agro Tech. Pvt. Ltd.,20
2019-10-01,Manku Agro Tech. Pvt. Ltd.,72
2020-01-01,Manku Agro Tech. Pvt. Ltd.,2338
2020-04-01,Manku Agro Tech. Pvt. Ltd.,416
2020-07-01,Manku Agro Tech. Pvt. Ltd.,1029
2020-10-01,Manku Agro Tech. Pvt. Ltd.,101
2021-01-01,Manku Agro Tech. Pvt. Ltd.,388
2021-04-01,Manku Agro Tech. Pvt. Ltd.,565
2021-07-01,Manku Agro Tech. Pvt. Ltd.,944
2021-10-01,Manku Agro Tech. Pvt. Ltd.,360
2022-01-01,Manku Agro Tech. Pvt. Ltd.,1021
2022-04-01,Manku Agro Tech. Pvt. Ltd.,242
2022-07-01,Manku Agro Tech. Pvt. Ltd.,20
2022-10-01,Manku Agro Tech. Pvt. Ltd.,24
2023-01-01,Manku Agro Tech. Pvt. Ltd.,3
2023-04-01,Manku Agro Tech. Pvt. Ltd.,27
2019-01-01,Manmohan Kaur,2
2019-04-01,Manmohan Kaur,6
2019-07-01,Manmohan Kaur,20
2019-10-01,Manmohan Kaur,26
2020-01-01,Manmohan Kaur,340
2020-04-01,Manmohan Kaur,40
2020-07-01,Manmohan Kaur,42
2020-10-01,Manmohan Kaur,77
2021-01-01,Manmohan Kaur,6
2021-10-01,Manmohan Kaur,34
2022-01-01,Manmohan Kaur,27
2022-04-01,Manmohan Kaur,34
2022-07-01,Manmohan Kaur,64
2022-10-01,Manmohan Kaur,95
2023-01-01,Manmohan Kaur,15
2023-04-01,Manmohan Kaur,9
2023-07-01,Manmohan Kaur,66
2023-10-01,Manmohan Kaur,102
2024-01-01,Manmohan Kaur,78
2024-04-01,Manmohan Kaur,44
2020-10-01,Mannensmann Germany,20
2019-01-01,Manoj Engineering Works,4
2019-10-01,Manoj Engineering Works,3
2020-01-01,Manoj Engineering Works,120
2020-04-01,Manoj Engineering Works,20
2020-07-01,Manoj Engineering Works,39
2020-10-01,Manoj Engineering Works,19
2021-01-01,Manoj Engineering Works,144
2021-04-01,Manoj Engineering Works,32
2021-07-01,Manoj Engineering Works,4
2019-07-01,Manpreet Agro Industires Nabha,1
2021-01-01,Manpreet Agro Industires Nabha,9
2021-07-01,Manpreet Agro Industires Nabha,4
2021-10-01,Manpreet Agro Industires Nabha,6
2022-01-01,Manpreet Agro Industires Nabha,6
2022-10-01,Manpreet Agro Industires Nabha,7
2023-04-01,Manpreet Agro Industires Nabha,4
2019-01-01,Manpreet Agro Industries,8
2019-10-01,Manpreet Agro Industries,1
2020-01-01,Manpreet Agro Industries,40
2020-04-01,Manpreet Agro Industries,1
2021-01-01,Manpreet Agro Industries,9
2021-04-01,Manpreet Agro Industries,1
2021-07-01,Manpreet Agro Industries,4
2021-10-01,Manpreet Agro Industries,7
2022-01-01,Manpreet Agro Industries,30
2022-04-01,Manpreet Agro Industries,45
2022-07-01,Manpreet Agro Industries,32
2022-10-01,Manpreet Agro Industries,12
2023-01-01,Manpreet Agro Industries,9
2023-04-01,Manpreet Agro Industries,6
2023-10-01,Manpreet Agro Industries,3
2024-01-01,Manpreet Agro Industries,6
2019-01-01,Marathwada Krushi Udyog,3
2019-07-01,Marathwada Krushi Udyog,5
2019-10-01,Marathwada Krushi Udyog,1
2020-01-01,Marathwada Krushi Udyog,20
2020-07-01,Marathwada Krushi Udyog,40
2020-10-01,Marathwada Krushi Udyog,80
2021-01-01,Marathwada Krushi Udyog,14
2021-04-01,Marathwada Krushi Udyog,1
2021-07-01,Marathwada Krushi Udyog,16
2021-10-01,Marathwada Krushi Udyog,27
2022-07-01,Marathwada Krushi Udyog,4
2019-01-01,Marathwada Quality Trailer,6
2019-04-01,Marathwada Quality Trailer,1
2019-10-01,Marathwada Quality Trailer,2
2020-01-01,Marathwada Quality Trailer,120
2020-07-01,Marathwada Quality Trailer,252
2020-10-01,Marathwada Quality Trailer,554
2021-01-01,Marathwada Quality Trailer,144
2021-04-01,Marathwada Quality Trailer,8
2021-07-01,Marathwada Quality Trailer,22
2021-10-01,Marathwada Quality Trailer,89
2022-01-01,Marathwada Quality Trailer,155
2022-04-01,Marathwada Quality Trailer,141
2022-07-01,Marathwada Quality Trailer,100
2022-10-01,Marathwada Quality Trailer,146
2023-01-01,Marathwada Quality Trailer,21
2023-04-01,Marathwada Quality Trailer,21
2023-07-01,Marathwada Quality Trailer,15
2023-10-01,Marathwada Quality Trailer,36
2024-01-01,Marathwada Quality Trailer,4
2024-04-01,Marathwada Quality Trailer,4
2020-10-01,Marine Navaids & Solar Auto Pvt Ltd,78
2021-01-01,Marine Navaids & Solar Auto Pvt Ltd,9
2021-04-01,Marine Navaids & Solar Auto Pvt Ltd,1
2021-10-01,Marine Navaids & Solar Auto Pvt Ltd,7
2022-01-01,Marine Navaids & Solar Auto Pvt Ltd,7
2022-04-01,Marine Navaids & Solar Auto Pvt Ltd,26
2022-07-01,Marine Navaids & Solar Auto Pvt Ltd,40
2022-10-01,Marine Navaids & Solar Auto Pvt Ltd,10
2023-01-01,Marine Navaids & Solar Auto Pvt Ltd,3
2023-04-01,Marine Navaids & Solar Auto Pvt Ltd,10
2022-10-01,Markus,10
2023-01-01,Markus,9
2023-04-01,Markus,9
2023-07-01,Markus,30
2023-10-01,Markus,33
2024-01-01,Markus,30
2024-04-01,Markus,24
2024-01-01,Marshal Motors,2
2019-01-01,Marshal Tractor & Farm Equipments,2
2019-04-01,Marshal Tractor & Farm Equipments,4
2019-07-01,Marshal Tractor & Farm Equipments,1
2019-10-01,Marshal Tractor & Farm Equipments,1
2020-01-01,Marshal Tractor & Farm Equipments,20
2020-04-01,Marshal Tractor & Farm Equipments,1
2022-04-01,Marshal Tractor & Farm Equipments,6
2022-10-01,Marshal Tractor & Farm Equipments,6
2020-10-01,Marsman Ind Ltd,19
2019-01-01,Marthwada Tralior,22
2019-04-01,Marthwada Tralior,7
2019-07-01,Marthwada Tralior,4
2019-10-01,Marthwada Tralior,12
2020-01-01,Marthwada Tralior,600
2020-04-01,Marthwada Tralior,11
2020-07-01,Marthwada Tralior,393
2020-10-01,Marthwada Tralior,165
2021-01-01,Marthwada Tralior,89
2021-04-01,Marthwada Tralior,33
2021-07-01,Marthwada Tralior,54
2021-10-01,Marthwada Tralior,82
2022-01-01,Marthwada Tralior,18
2022-10-01,Marthwada Tralior,52
2023-01-01,Marthwada Tralior,24
2023-04-01,Marthwada Tralior,51
2023-07-01,Marthwada Tralior,3
2023-10-01,Marthwada Tralior,21
2024-01-01,Marthwada Tralior,6
2022-01-01,Maruthisan Pvt Ltd,41
2022-04-01,Maruthisan Pvt Ltd,119
2022-07-01,Maruthisan Pvt Ltd,144
2022-10-01,Maruthisan Pvt Ltd,210
2023-01-01,Maruthisan Pvt Ltd,129
2023-04-01,Maruthisan Pvt Ltd,72
2023-07-01,Maruthisan Pvt Ltd,126
2023-10-01,Maruthisan Pvt Ltd,114
2024-01-01,Maruthisan Pvt Ltd,114
2024-04-01,Maruthisan Pvt Ltd,28
2019-01-01,Maruti Industries,13
2019-04-01,Maruti Industries,9
2019-07-01,Maruti Industries,3
2019-10-01,Maruti Industries,11
2020-01-01,Maruti Industries,140
2020-04-01,Maruti Industries,2
2020-07-01,Maruti Industries,40
2020-10-01,Maruti Industries,40
2021-01-01,Maruti Industries,30
2021-04-01,Maruti Industries,10
2021-07-01,Maruti Industries,9
2022-04-01,Maruti Industries,6
2022-07-01,Maruti Industries,6
2019-01-01,Maruti Suzuki India Ltd,440937
2019-04-01,Maruti Suzuki India Ltd,378437
2019-07-01,Maruti Suzuki India Ltd,317940
2019-10-01,Maruti Suzuki India Ltd,421914
2020-01-01,Maruti Suzuki India Ltd,7908921
2020-04-01,Maruti Suzuki India Ltd,2118399
2020-07-01,Maruti Suzuki India Ltd,5946738
2020-10-01,Maruti Suzuki India Ltd,8751919
2021-01-01,Maruti Suzuki India Ltd,3841402
2021-04-01,Maruti Suzuki India Ltd,1510256
2021-07-01,Maruti Suzuki India Ltd,2124081
2021-10-01,Maruti Suzuki India Ltd,2024731
2022-01-01,Maruti Suzuki India Ltd,2259014
2022-04-01,Maruti Suzuki India Ltd,2191927
2022-07-01,Maruti Suzuki India Ltd,2098204
2022-10-01,Maruti Suzuki India Ltd,2474438
2023-01-01,Maruti Suzuki India Ltd,1293780
2023-04-01,Maruti Suzuki India Ltd,1114770
2023-07-01,Maruti Suzuki India Ltd,1238527
2023-10-01,Maruti Suzuki India Ltd,1320516
2024-01-01,Maruti Suzuki India Ltd,921640
2024-04-01,Maruti Suzuki India Ltd,550657
2019-01-01,Maruti Trailers,5
2019-01-01,Maruti Udyog Ltd,254
2019-04-01,Maruti Udyog Ltd,247
2019-07-01,Maruti Udyog Ltd,332
2019-10-01,Maruti Udyog Ltd,333
2020-01-01,Maruti Udyog Ltd,3722
2020-04-01,Maruti Udyog Ltd,2056
2020-07-01,Maruti Udyog Ltd,3189
2020-10-01,Maruti Udyog Ltd,4851
2021-01-01,Maruti Udyog Ltd,1664
2021-04-01,Maruti Udyog Ltd,715
2021-07-01,Maruti Udyog Ltd,1223
2021-10-01,Maruti Udyog Ltd,886
2022-01-01,Maruti Udyog Ltd,834
2022-04-01,Maruti Udyog Ltd,707
2022-07-01,Maruti Udyog Ltd,736
2022-10-01,Maruti Udyog Ltd,585
2023-01-01,Maruti Udyog Ltd,251
2023-04-01,Maruti Udyog Ltd,237
2023-07-01,Maruti Udyog Ltd,194
2023-10-01,Maruti Udyog Ltd,262
2024-01-01,Maruti Udyog Ltd,187
2024-04-01,Maruti Udyog Ltd,99
2019-07-01,Maserati,3
2020-01-01,Maserati,40
2021-01-01,Maserati,6
2020-07-01,Maserati S.P.A,19
2021-01-01,Maserati S.P.A,28
2021-04-01,Maserati S.P.A,14
2021-07-01,Maserati S.P.A,54
2021-10-01,Maserati S.P.A,54
2022-01-01,Maserati S.P.A,37
2022-04-01,Maserati S.P.A,25
2022-07-01,Maserati S.P.A,54
2022-10-01,Maserati S.P.A,28
2023-01-01,Maserati S.P.A,15
2023-04-01,Maserati S.P.A,15
2023-07-01,Maserati S.P.A,15
2023-10-01,Maserati S.P.A,12
2024-01-01,Maserati S.P.A,2
2024-04-01,Maserati S.P.A,4
2019-01-01,Massey Ferguson Ltd,266
2019-04-01,Massey Ferguson Ltd,94
2019-07-01,Massey Ferguson Ltd,154
2019-10-01,Massey Ferguson Ltd,174
2020-01-01,Massey Ferguson Ltd,3895
2020-04-01,Massey Ferguson Ltd,1215
2020-07-01,Massey Ferguson Ltd,5591
2020-10-01,Massey Ferguson Ltd,4525
2021-01-01,Massey Ferguson Ltd,2486
2021-04-01,Massey Ferguson Ltd,654
2021-07-01,Massey Ferguson Ltd,1624
2021-10-01,Massey Ferguson Ltd,1146
2022-01-01,Massey Ferguson Ltd,1131
2022-04-01,Massey Ferguson Ltd,647
2022-07-01,Massey Ferguson Ltd,910
